"405870","<tools><polls><language><philosophy>","1","20090102","16"
"160567","<polls><netflix><contest>","10","20081002","6"
"5312166","<mysql><sql><polls><correlation>","0","20110315","3"
"308605","<python><django><apache><rest><polls>","23","20081121","9"
"1379343","<polls><dont-reinvent-the-wheel>","5","20090904","8"
"139723","<javascript><frameworks><polls>","3","20080926","9"
"127687","<unit-testing><nunit><polls><automated-tests>","5","20080924","15"
"169946","<polls><languages>","12","20081004","21"
"252542","<python><shell><polls><ipython>","13","20081031","5"
"242728","<c++><polls><coding-style>","28","20081028","40"
"125831","<web-services><architecture><polls><soa>","8","20080924","7"
"1607125","<polls><drawing><diagram><project-planning>","9","20091022","18"
"469799","<ms-access><polls>","9","20090122","22"
"1413481","<language-agnostic><math><polls><self-improvement>","5","20090911","16"
"1654923","<java><jvm><polls><bytecode><backwards-compatibility>","38","20091031","14"
"84766","<operating-system><embedded><polls><survey><rtos>","5","20080917","16"
"1641112","<php><polls><enterprise><enterprise-development>","5","20091029","5"
"4871795","<polls><less><scss>","0","20110202","3"
"167714","<.net><vb.net><polls><discussion>","3","20081003","11"
"384738","<polls><discussion>","6","20081221","24"
"127084","<project-management><polls><process-management>","18","20080924","10"
"329422","<.net><unit-testing><polls>","5","20081130","4"
"96496","<polls><productivity>","6","20080918","13"
"838393","<polls><agile><planning><planning-game>","8","20090508","7"
"148737","<visual-studio><polls><code-review><tasklist>","5","20080929","7"
"49321","<polls><language><words>","5","20080908","20"
"920635","<html><css><polls><web-design>","2","20090528","4"
"3212363","<grails><polls><grails-plugin>","1","20100709","2"
"444080","<javascript><polls><semicolon>","39","20090114","11"
"129015","<visual-studio><visual-studio-2008><visual-studio-2005><plugins><polls>","3","20080924","16"
"249550","<.net><database><orm><polls>","16","20081030","26"
"571833","<eclipse><polls>","0","20090221","5"
"562273","<java><audio><polls><javasound>","4","20090218","18"
"6246725","<php><polls><survey>","0","20110605","1"
"7617945","<php><javascript><variables><javascript-events><polls>","0","20111001","1"
"660483","<project-management><polls><freelance>","9","20090318","13"
"3912039","<polls><hotkey><gnu-screen>","0","20101012","4"
"319764","<recursion><polls><make>","7","20081126","8"
"85538","<java><polls><code-analysis><static-analysis>","8","20080917","11"
"3066704","<flash><actionscript-3><polls><voting-system>","0","20100618","1"
"522871","<c#><asp.net><polls><ip-address>","3","20090207","9"
"4965018","<polls><bit-manipulation><use-case>","0","20110211","1"
"3782362","<compiler><polls><grammar><dsl>","4","20100923","4"
"1123132","<php><javascript><polls><vote>","1","20090714","3"
"240638","<c#><polls>","6","20081027","11"
"2259170","<zend-framework><polls>","0","20100213","3"
"127228","<web-development><language-agnostic><rest><polls>","2","20080924","4"
"4819784","<polls><osgi><equinox><eclipse-virgo>","2","20110127","3"
"4163285","<testing><polls>","2","20101112","1"
"84121","<embedded><hardware><polls>","0","20080917","9"
"3949583","<java><tools><java-ee><polls><standards>","0","20101016","2"
"495879","<python><django><django-admin><polls>","10","20090130","7"
"112660","<polls><rdf><semantic-web><semantic>","7","20080922","4"
"86333","<language-agnostic><design-patterns><polls>","0","20080917","0"
"585551","<polls><lolcode>","15","20090225","5"
"431777","<polls><fun>","10","20090110","17"
"542866","<database><polls><normalization><genexus>","4","20090212","5"
"145842","<data-structures><polls>","1","20080928","15"
"1012886","<polls><dsl>","8","20090618","16"
"2713201","<polls><logic><theorem-proving>","4","20100426","2"
"1029910","<c><polls><pipe>","0","20090622","1"
"1519039","<books><polls><pragmatic-programming>","3","20091005","1"
"4233397","<polls><web-crawler>","1","20101120",""
"142878","<.net><haskell><f#><polls>","7","20080927","7"
"689453","<php><validation><polls>","0","20090327","6"
"1338683","<c++><polls><discussion><fun>","10","20090827","16"
"591826","<osx><polls><posix><named-pipes>","3","20090226","3"
"163766","<polls><development-environment><desktop><laptop>","4","20081002","17"
"3992165","<open-source><polls>","0","20101021",""
"3529934","<templates><polls><expressionengine>","0","20100820","1"
"4081571","<scripting><polls>","0","20101102","1"
"422876","<polls><agile><scrum><waterfall>","5","20090108","25"
"1543269","<project-management><polls>","0","20091009","14"
"348863","<configuration><polls>","2","20081208","12"
"604031","<date><polls><definition>","1","20090302","11"
"554950","<application><polls><synchronize>","2","20090216","9"
"787788","<process><twitter><polls><team><example>","0","20090424","3"
"220866","<python><video><editor><polls>","18","20081021","4"
"94934","<javascript><debugging><logging><cross-browser><polls>","7","20080918","8"
"485721","<polls><development-environment><multiple-monitors>","1","20090127","20"
"189388","<process><polls><metrics>","20","20081009","26"
"1607819","<java><hibernate><polls>","74","20091022","21"
"4575741","<polls><d>","4","20110101","3"
"1211144","<c++><version-control><polls><implementation>","3","20090731","11"
"4122222","<polls><patterns><implementation><idioms>","1","20101108","1"
"398004","<unit-testing><testing><tdd><polls>","10","20081229","11"
"411201","<polls><workplace><joeltest>","20","20090104","17"
"905723","<polls><fun>","19","20090525","38"
"6445129","<security><polls>","0","20110622","1"
"592172","<ide><polls><development-environment>","5","20090226","6"
"10490","<open-source><polls><project-hosting><free-software>","113","20080813","25"
"81144","<continuous-integration><polls><scrum><trac>","39","20080917","8"
"2577973","<php><mysql><polls>","1","20100405","3"
"4172957","<asp.net-mvc-2><polls><guidelines>","1","20101113","3"
"857521","<polls><processes><branch><code-organization><configuration-management>","3","20090513","11"
"3004088","<php><mysql><forms><polls>","0","20100609","1"
"216160","<functional-programming><polls><trends><imperative-programming>","17","20081019","10"
"2036828","<polls><text-editor>","-1","20100110","3"
"255783","<polls><vim><hidden-features>","6","20081101","12"
"275251","<polls><self-improvement>","14","20081108","39"
"5217588","<continuous-integration><polls><continuous-deployment>","8","20110307","2"
"1817248","<c#><.net><design-patterns><f#><polls>","10","20091130","7"
"102209","<project-management><polls><project-planning>","4","20080919","29"
"1361077","<wordpress><joomla><polls>","1","20090901","4"
"346980","<php><authentication><codeigniter><polls>","85","20081206","20"
"221371","<books><polls><office-2007>","0","20081021","2"
"79972","<website><cms><polls>","2","20080917","13"
"644887","<tools><code-generation><polls>","4","20090313","18"
"77726","<xml><database><polls>","15","20080916","18"
"1182148","<documentation><polls>","0","20090725","4"
"616183","<polls><jobs>","6","20090305","12"
"214836","<polls><fun><anti-patterns>","19","20081018","14"
"7200919","<c><embedded><polls>","2","20110826","5"
"253922","<php><open-source><statistics><polls><survey>","1","20081031","3"
"746945","<php><polls><web-applications><survey>","-1","20090414","2"
"113884","<ruby><polls><gmail><analytics><data-warehouse>","4","20080922","3"
"120301","<architecture><polls><wiki>","11","20080923","7"
"93624","<c#><.net><polls>","3","20080918","20"
"528500","<.net><polls>","3","20090209","12"
"446276","<c++><polls><fastformat>","8","20090115","4"
"4254216","<html><browser><polls><browser-compatibility>","1","20101123","2"
"132310","<python><programming-languages><polls><features>","17","20080925","21"
"3334467","<user-interface><polls><voting>","1","20100726","3"
"98041","<open-source><polls><self-improvement>","8","20080918","11"
"1141998","<ruby-on-rails><rubygems><polls><wiki><ruby-on-rails-plugins>","24","20090717","43"
"716403","<jquery><polls>","7","20090404","10"
"917140","<language-agnostic><exception><polls>","0","20090527","7"
"4237687","<polls><nosql>","3","20101121","3"
"283544","<java><xml><polls>","3","20081112","3"
"178001","<python><polls><pylons><wsgi>","1","20081007","1"
"4034622","<polls><bit-manipulation>","1","20101027","5"
"157039","<python><polls><list-comprehension>","7","20081001","12"
"1784331","<java><jboss><polls>","2","20091123","6"
"209188","<web-development><embedded><polls><device>","1","20081016","8"
"177660","<polls><language><textfiles>","4","20081007","16"
"4257234","<matlab><ide><keyboard-shortcuts><polls><hidden-features>","1","20101123","4"
"271924","<emacs><polls>","1","20081107","5"
"999644","<career-development><polls>","21","20090616","26"
"7105492","<php><javascript><jquery><radio-button><polls>","0","20110818","3"
"240465","<language-agnostic><programming-languages><polls>","9","20081027","16"
"125026","<project-management><polls>","1","20080924","6"
"2811075","<python><django><django-models><polls>","0","20100511","3"
"955361","<language-agnostic><polls>","0","20090605","3"
"124222","<performance><optimization><polls><hpc>","2","20080923","4"
"4538148","<java><facebook><grails><polls>","2","20101227","1"
"238540","<design><polls><data-modeling><modeling><visio>","1","20081026","6"
"3050082","<java><java-ee><concurrency><polls><struts>","2","20100616","2"
"4186950","<cookies><polls>","0","20101115","3"
"2931487","<ruby-on-rails><ruby><rubygems><polls>","12","20100528","18"
"5453110","<frameworks><java-ee><polls>","0","20110327","1"
"4501681","<java><polls><xss><html-parsing><html-email>","5","20101221","6"
"1469334","<.net><dependency-injection><inversion-of-control><polls>","2","20090924","6"
"969699","<c++><c><assembly><polls><discussion>","5","20090609","4"
"1865680","<polls><shopping-cart>","0","20091208","4"
"107541","<unit-testing><books><polls>","23","20080920","12"
"128789","<web-services><polls>","1","20080924","7"
"451736","<tdd><polls><cost>","9","20090116","9"
"133264","<testing><tdd><polls><presentations>","8","20080925","8"
"238452","<c++><design><polls><rtti>","15","20081026","10"
"99482","<polls><training><conferences><training-events>","1","20080919","6"
"1066295","<java><library><polls><use-case>","2","20090630","12"
"429213","<programming-languages><polls><homework>","10","20090109","25"
"5031580","<drupal><ide><polls><text-editor>","2","20110217","4"
"89354","<application><polls><features><feedback><responsiveness>","4","20080918","11"
"4920513","<polls><survey><vote>","2","20110207","1"
"423675","<c#><polls><survey>","1","20090108","3"
"1240441","<polls><standards><protocols>","-2","20090806","7"
"214057","<web-development><architecture><frameworks><polls>","6","20081017","14"
"4121635","<language-agnostic><polls><code-readability>","5","20101108","9"
"91445","<ruby-on-rails><ide><polls>","57","20080918","34"
"1101670","<c++><data-structures><coding-style><polls>","-1","20090709","4"
"285982","<java><google><dependency-injection><polls><guice>","14","20081113","6"
"383471","<polls><legacy-code>","9","20081220","18"
"4192360","<architecture><polls><modular>","0","20101116","1"
"2391532","<polls><self-improvement>","0","20100306","1"
"214289","<java><polls><java-7><new-features>","7","20081018","9"
"901680","<polls><fun>","1","20090523","3"
"470145","<polls><challenge><programming-contest>","10","20090122","3"
"774871","<c><polls>","38","20090421","111"
"228320","<polls><computer-science><education>","13","20081023","35"
"4065516","<polls><competitions>","1","20101031","5"
"475482","<polls><productivity><proficiency>","9","20090124","17"
"135875","<web-applications><haskell><erlang><polls>","1","20080925","10"
"202645","<polls><communication>","-1","20081014","7"
"496787","<.net><linq><polls><linqbridge>","2","20090130","3"
"176922","<polls><naming><units-of-measurement>","12","20081007","27"
"189209","<java><namespaces><polls>","6","20081009","9"
"216876","<polls><fun>","43","20081019","49"
"144237","<polls><advertising><freeware><shareware>","4","20080927","4"
"1723926","<language-agnostic><polls><discussion><fundamentals>","0","20091112","3"
"4043103","<javascript><html><polls><widget>","0","20101028","1"
"137623","<tdd><polls>","8","20080926","14"
"220786","<.net><math><polls><base-class-library>","1","20081021","5"
"90715","<algorithm><polls><puzzle>","23","20080918","29"
"908551","<build-process><polls><code-quality>","5","20090526","3"
"254093","<polls><team><dogfood>","9","20081031","12"
"382203","<polls><coding-guidelines>","3","20081219","8"
"4276270","<web-development><website><polls><usability><television>","2","20101125","3"
"6323904","<php><mysql><ajax><polls>","0","20110612","1"
"426846","<tools><polls><make>","3","20090109","6"
"405243","<source-code><polls><quality><software-quality>","9","20090101","12"
"533662","<polls><development-environment><remote-desktop>","3","20090210","27"
"147994","<web-development><ide><polls><online>","9","20080929","9"
"4095501","<java><polls><apache-commons>","14","20101104","9"
"236258","<language-agnostic><garbage-collection><polls>","8","20081025","18"
"157319","<polls><projects><work><hobby>","83","20081001","104"
"276022","<formatting><coding-style><polls>","1","20081109","11"
"136910","<design><gui><polls><gui-designer>","5","20080925","13"
"224583","<java><polls><javabeans>","1","20081022","2"
"171202","<polls><self-improvement>","3","20081004","12"
"4165207","<log4j><polls>","0","20101112","1"
"230940","<delphi><compiler><polls>","10","20081023","21"
"306387","<c#><delegates><polls>","3","20081120","9"
"91527","<debugging><polls><experience>","59","20080918","47"
"301839","<c#><java><c><unit-testing><polls>","7","20081119","11"
"556339","<polls><lucene.net>","3","20090217","2"
"4067644","<language-agnostic><debugging><polls><heisenbug>","3","20101101","3"
"385573","<programming-languages><polls>","3","20081222","22"
"815683","<search><google><polls>","3","20090502","9"
"5430395","<java><jms><polls>","1","20110325","4"
"5404408","<java><profiling><polls>","1","20110323","3"
"305164","<polls><work><overtime>","9","20081120","27"
"178141","<polls><computer-science><history>","13","20081007","20"
"242584","<c#><visual-studio><delphi><polls><delphi.net>","14","20081028","39"
"298529","<php><polls>","1","20081118","4"
"372501","<.net><polls>","2","20081216","2"
"2920203","<polls><facebook>","1","20100527","3"
"4114414","<programming-languages><polls>","1","20101106","1"
"72931","<c++><graphics><3d><polls><real-time>","19","20080916","30"
"347948","<security><polls>","3","20081207","16"
"1313105","<tools><documentation><polls>","-2","20090821","6"
"136856","<.net><polls><biztalk>","12","20080925","9"
"4606497","<java><polls><bytecode-manipulation>","3","20110105","2"
"309016","<sql-server><tutorials><polls>","0","20081121","13"
"4023988","<file><resources><polls><languages><formats>","0","20101026","1"
"4172373","<tdd><polls><code-coverage>","0","20101113","2"
"441754","<documentation><polls>","0","20090114","12"
"131263","<visual-studio><debugging><polls><hidden-features>","23","20080925","13"
"3957000","<php><templates><codeigniter><polls><engine>","12","20101018","4"
"403286","<c#><polls>","0","20081231","11"
"554055","<web-development><polls>","12","20090216","23"
"82611","<windows><polls><text-editor><textmate>","31","20080917","33"
"206113","<user-interface><polls><modal-dialog>","9","20081015","7"
"93323","<web-development><login><polls>","1","20080918","9"
"214122","<polls><bpm><perspectives>","11","20081017","2"
"1375772","<python><sockets><polls><fork>","0","20090903","1"
"266499","<php><database><frameworks><polls>","7","20081105","4"
"226828","<c++><c><polls><language-construct>","16","20081022","20"
"9439","<polls><programming-regrets>","4","20080813","21"
"461279","<polls><jobs>","9","20090120","15"
"280047","<design><language-agnostic><polls>","0","20081111","2"
"1014909","<polls><artificial-intelligence><research>","6","20090618","24"
"954894","<http><polls><hidden-features>","60","20090605","13"
"365263","<c#><.net><open-source><polls>","24","20081213","41"
"333682","<unit-testing><tdd><polls><anti-patterns>","114","20081202","28"
"558474","<c++><string><pointers><polls>","3","20090217","13"
"928438","<google><gwt><polls><google-wave>","15","20090529","24"
"438073","<security><polls><sql-injection><code-injection>","22","20090113","11"
"2217665","<jquery><website><polls>","5","20100207","2"
"1759877","<polls><jobs><prolog>","9","20091118","8"
"4731440","<java><dependency-injection><polls>","3","20110119","5"
"272594","<polls><fun><magazines>","4","20081107","15"
"237425","<c++><templates><metaprogramming><polls><template-meta-programming>","6","20081026","10"
"137921","<interview-questions><polls>","31","20080926","56"
"81584","<python><ide><tools><editor><polls>","856","20080917","124"
